,DGMN,Frontal,Prefrontal,Temporal,Parietal,Occipital,Cerebrellum
0,0.03484637962310266,-0.6761052582941768,-1.3172006659417548,0.7584684461386728,0.31827155046819655,0.7607906710400363,1.4086088184510916
1,0.5730084608809118,0.9169434130891361,0.900681447453259,0.15595183678314067,0.08443290302889536,-0.16344968977168964,-0.22264335583924685
2,0.29039021593926506,0.5986060606351125,0.5069057853124761,-0.1689415737320223,0.042128892104889105,-0.30563619317202245,-0.9079907061549417
3,0.2557170046566384,0.5064912384258075,0.1367385175723861,-0.4691646920054676,0.06366647048380329,-0.07871620704086675,-0.8918173282462519
4,0.0663485889047486,0.6351504728865468,0.6973456830596092,-0.320962136093287,-0.04872844760466819,-0.2445199329288954,-0.7666835962028878
5,0.22933485784369267,0.4528167201554648,0.6464286963591874,-0.3072896334225419,-0.29368172295683337,-0.43604893711341525,-0.9124665943167384
6,0.2052969029416527,0.5882494258185363,0.47965483015834565,-0.3605215220108194,-0.06462280187083706,-0.2982958345088745,-0.855360904992385
7,0.11006124547389717,0.3645641185254744,-0.13088593041524277,-0.644773424087857,-0.20407640055549905,-0.5385011477705035,-1.0038275480611598
8,0.40793495574981087,0.2513010194549378,-0.13168561291784542,-0.46780450272939783,-0.14622023734276227,-0.3350530684456641,-0.9571633639389723
9,0.09120854932148248,0.23139704573144826,-0.2265748845763369,-0.3566167038919394,-0.10185636712578656,-0.5023638614812447,-0.9902114949769879
10,-0.04033026298410114,0.23554639541431366,0.04207468491093991,-0.6528833477471274,-0.12716970359038982,-0.6510694595391746,-1.1061284513366976
11,0.2643433675103779,0.4664582924926599,0.37815120271875813,-0.21553113821492656,0.023210707861976942,-0.29482323945567096,-0.6709961667227342
12,0.1351819899068083,0.3934657538089642,0.8926632224422342,-0.10151471291766773,-0.05620160896429667,-0.34210259349076566,-1.0257597445730062
13,0.009303835476869082,0.26508161840179606,0.3606404606306768,-0.34367435000899926,-0.2453939651550648,-0.30797437375902553,-1.100958496587836
