,DGMN,Frontal,Prefrontal,Temporal,Parietal,Occipital,Cerebrellum
0,-0.4243203376915208,0.36461701461176754,0.7768663992016158,-0.5384225286703177,-0.17819474550487796,-0.18525099699732447,-0.8030125483293549
1,-0.5295158142119938,-0.013007355216620392,0.557839130672587,-0.7799974238805163,-0.709504408260738,-0.5516263802436663,-1.1935737610685915
2,-0.4212773505444183,-0.30203970434340927,0.4271162992148909,-1.009379876136688,-0.9648690310620005,-0.6140593247853852,-1.3086543090838647
3,-0.21647123440678406,-0.2557141506445607,0.47849123905786684,-0.998480935626051,-0.9422950160329087,-0.6780388478404292,-1.5115342677340176
4,-0.229446723393119,-0.17573258995084406,0.4780754864450998,-0.9384510634787214,-0.6550501546032891,-0.5702570648647755,-1.020058418227636
5,-0.5913912324555906,-0.26697531083685794,0.3843234993617344,-1.0439879636936995,-0.7573175985180036,-0.7321629774081789,-1.2779700572691657
6,-0.3871662332580179,-0.24049280925606356,0.07324365002786948,-1.0480503535980865,-0.852951870859006,-0.8042172490614681,-1.3870954625957141
7,-0.4677620211820148,-0.20911330673757725,0.20649871718218904,-1.1050101738201967,-0.6357293606757807,-0.8003337234161805,-0.9617492459605429
8,-0.4339772678933631,-0.3284250784983575,0.33673610961100664,-1.1560692590238517,-0.7430698100345439,-0.9848212454392353,-1.2993702247568317
9,-0.1992819624682305,-0.3152029088837448,0.09418250798512062,-1.132738030332182,-0.7352476963705399,-0.9138245139010986,-1.2555783529299391
10,-0.3438896837575953,-0.269649662684512,-0.1656649406131585,-1.1132703530491062,-0.6197914085689789,-0.7372989433490602,-0.8514523336601567
11,-0.30968546670895947,-0.15853225277339014,0.08346018211502937,-0.9421930672247117,-0.6383591363786948,-0.6112559236979972,-1.0152969685011373
12,-0.1489074150767724,-0.15567473126832904,0.30207432389589783,-0.9765779676241451,-0.6386036100350992,-0.6182575723329953,-1.0068423307805092
13,-0.1458917868707328,-0.13344468937702977,0.4180632818946286,-0.8084734539143867,-0.6060791196476594,-0.48679928450267546,-0.8760139990894324
14,-0.1357594513549465,-0.1830578127243731,0.46877216179030157,-0.8643780761118762,-0.5492671796486726,-0.4413394811451913,-1.1447325805483588
15,-0.0933154801916416,-0.2042464357684808,0.4531278015026956,-0.6882662945944044,-0.6440897476830252,-0.5259611250772583,-1.2503698129651162
16,-0.21269987580065752,-0.025175827371505477,0.39114473109599146,-0.6985455422151419,-0.6103404450608189,-0.7855493196255706,-0.6359986006848474
17,-0.10486269130969816,0.014181481994528672,0.22315187949348925,-0.7386410051248443,-0.5505729843522496,-0.9958832523700606,-1.0213503172132345
18,-0.0943047084603883,0.06024321060457861,0.26224901953044366,-0.5981170327585503,-0.34277748381983314,-0.5915746115589187,-0.9042477987557427
19,-0.12112053789427613,-0.18189489234684555,0.052571021073632096,-0.5540031920477433,-0.518295086529227,-0.7735179938529575,-0.9192497799948788
20,-0.22969595336462945,-0.21192158801429367,0.04363014983113089,-0.7241385617116504,-0.4535046972344496,-0.7306659850606333,-0.7878191769813976
21,-0.20344529303589098,-0.18794278515293106,-0.232329317133118,-0.7462813473290492,-0.479342897075005,-0.9826336960294729,-0.9535898365751867
22,-0.1493905871153327,-0.12635112550886615,-0.2798332110413071,-0.7560712984578369,-0.4697687971695494,-0.8892519729793439,-0.9372573893083274
23,-0.3921556870149736,-0.12790995849627312,-0.2624846930873659,-0.4863093647860588,-0.28884290025580556,-0.5144968916678059,-0.7415026951347218
24,-0.5387387130118988,-0.51927074517268,-0.5245278297977904,-0.7310345402279995,-0.6740077863107785,-0.6070857250377567,-1.056571938788341
